#question;1.2101429466569167;-0.4960122079494517;-0.6604370501372907
oral;0.4570780227984092;0.7241292296104235;-0.9340024290603036
@royalsegolene;0.2263483114698195;0.9640412121122728;-0.917237550197531
sujet;0.9170841037366815;-0.05045773171331278;-0.7449139213156474
efficacité;2.4091407687501047;-0.42935152717591935;-1.733948558268115
énergétique;2.902223316293189;-3.40428741142632;0.07944830900001222
@michelebonneton;1.2101429466569167;-0.4960122079494517;-0.6604370501372907
http;-0.5979602268793325;-5.515792741387575;4.6529707107078195
//t;-0.6437765603734571;-5.407705974528501;4.610901772491711
co/rrhxgn;1.2101429466569167;-0.4960122079494517;-0.6604370501372907
urs;1.2101429466569167;-0.4960122079494517;-0.6604370501372907
@dailymotion;0.2869979227778994;0.02265998206420396;-0.2619956775360931
@phaned;-0.5637393578283987;1.5200818622505745;-0.6604370501372907
@aznalaint;-0.5637393578283987;1.5200818622505745;-0.6604370501372907
@_baekholic;-0.5637393578283987;1.5200818622505745;-0.6604370501372907
alors;-1.2273097715065346;2.6701299123012254;-0.9577509480052695
avoir;-2.325942461070683;3.6052895910530967;-0.7223131120618749
blague;-0.8210675652973135;0.9737320896698526;-0.03045695535972899
mais;0.5181396044428582;2.798432022325179;-2.5440004217128207
dur;-0.976432309839322;2.6328781613186423;-1.143918843724445
comprendre;2.321006371445856;0.3735464036420063;-2.261723834975708
être;-1.5716284329205825;7.752226473770446;-4.480684670317048
ecologiques;0.2570359552117231;-1.556226617158009;0.9493805896959339
nous;0.40763630959940655;2.367745101809426;-2.126214916197071
rebeller;-0.5637393578283987;1.5200818622505745;-0.6604370501372907
groupe;0.7594576807095209;0.329428932476897;-0.8956750037847794
anti;0.48460826674202756;0.5266746282276521;-0.8092062645463968
train;-2.6790218999930704;6.098197643885656;-2.2931941689684487
pouvoir;-1.3577099700866724;0.9083313559572505;0.4767314389317637
vendre;-2.0326798426352877;0.44827766118799184;1.3983928316342777
vent;0.7183813520753888;-1.4548504139220815;0.4794457304976543
regarder;-0.09985112966536955;1.6192492784314998;-1.1308835534652533
éolienne;-0.4936903525492956;1.1825249370923188;-0.4667123424195486
développement;0.6559339121597075;-7.493088583046289;5.067686086543884
durable;0.950459403263923;-7.141381950903523;4.5521390040354115
mon;-1.6053978435342426;2.3027125303328235;-0.35907673111444055
gueule;-1.782758710900454;4.807078206581234;-2.088553668967093
quand;-2.090381483412244;3.3070541110467886;-0.6993988242443612
